Content,Label
" an x user, @sebastineogb, shared a video claiming the economic and financial crimes commission (efcc) discovered stacks of spoilt naira notes in a container in abuja.",0
the Minister claimed Liberia has the lowest HIV/AIDS rate amongst other African Countries. ,0
"Recently, a TikTok user shared a video clip showing Haaland purportedly apologising to Arteta and his team during an interview. In the viral clip, the Manchester City star referenced his comment urging the Arsenal boss to accept him into the team.",0
 a claim widely shared on Facebook that Trump had ordered the sale of properties owned by African politicians in the US and called for the deportation of their children studying in the country. ,0
" the minister of health, dr louise kpoto, in an appearance before the plenary of the house of representatives, claimed that liberia has the lowest rate of hiv/aids  among african  countries. ",0
"The user falsely claimed that Tinubu had removed Nigeria from the U.S. stock market, withdrawn the country’s embassy from the U.S., blocked oil sales to the U.S., and shut down the Abuja State House in Washington, D.C.",0
" “plastic makes about 20% of our waste,” monrovia city corporation’s head claims.",0
" a tiktok user claims haaland apologised to arteta following a premier league clash on feb. 2, 2025, for a previous derogatory utterance.",0
 a tiktok user shared a video clip showing guardiola allegedly ranting at city’s dressing room after a woeful loss to arsenal.,0
" tiktok user claims european clubs- real madrid and arsenal, barcelona and liverpool, man u, and chelsea would clash on feb. 14, 2025.",0
" popular nigerian gospel actor mike bamiloye shared photos of a robot with the face of tesla inc.’s chief executive officer, elon musk. he claimed that the development heralds the arrival of the beast, a mythical figure in the bible.",0
"  according to embattled house speaker fonati koffa, liberians in the u.s. remitted approximately $800 million in 2023, an amount higher than the national budget.",0
 the u.s. department of state has alleged that the government of panama has agreed to no longer charge fees for u.s. government vessels to transit at the panama canal.,0
" an ec-sl link circulating on social media, particularly whatsapp, claims that the electoral commission sierra leone (ecsl) has opened an application portal to recruit new workers for different positions. ",0
" “every year, we give the ivorian government $9m to supply us power,” byron byron writes on his official facebook page.",0
 a facebook post claims that president donald trump of the united states of america has ordered the sale of assets of african politicians in the united states.,0
 a facebook page claims that tennis star serena williams died in a car accident.,0
 several facebook posts claimed that cloves soaked in hot water could put an end to female infertility and other hormonal issues.,0
 x user shared a picture of a barrack named after peter obi in abuja. ,0
" a statistics link circulating on social media, particularly whatsapp, claims that statistics sierra leone (stats sl) is recruiting qualified personnel for various positions to support data collection, enumeration, and statistical analysis.  ",0
 a verified facebook user posted a narrative that northern governors have rejected english as the language of instruction in schools in northern nigeria.,0
" a facebook user shared a clip alleging that a recent kidnapping hideout was discovered in ibadan, oyo state, where dismembered human body parts were found.",1
" social media users here, here, and here alleged that the federal bureau of investigation (fbi) discovered $5 billion in cash and $700 million in gold at former nigerian president muhammadu buhari’s new york residence. they also claim that u.s. president donald trump ordered a crackdown on nigerian politicians.",0
 machie johnbosce on facebook asserts that president tinubu has pulled nigeria from united states stocks and blocked the sale of oil to the united states. ,0
" social media users claimed that the united states president, donald trump, has signed an executive order to stop granting visas to nigerians seeking to enter the country.",0
 president boakai reinstated nec boss davidetta brown lansanah after a high-profile meeting with top unity party executive members.,0
 x user @benopaonyx1 asserts that popular singer tems is from ghana. ,0
" an x user claims a vehicle without a complete steering wheel plying the road is linked to nigeria’s popular commercial city, lagos.",0
" a tiktok user claims man city’s forward, haaland, regrets signing a new extension deal with the club.",0
 facebook users claim davido was among the 67th annual grammy awards winners.,0
"Nigerian Doctor and influencer Chinonso Egemba, popularly known as Aproko Doctor, claimed Nigeria has the second-highest number of people living with HIV, and we depend on donations.",0
"In the attached video, men and women could be seen being chased with a belt by a police officer after they excitedly rushed to a pickup vehicle carrying some food.",0
 a facebook user alleged that a lady has been used for ritual killing by her “yahoo boyfriend.”,0
 liberian president joseph boakai alleges that the price of rice and petroleum products has consistently declined within the first two months of his administration.,0
 social media users share a video claiming kenya has withdrawn from the who.,0
 an x user claimed yoruba muslims are forbidden to lead prayers in northern nigeria. ,0
 a facebook user claimed that peter obi had been invited to donald trump’s inauguration ceremony.,0
 a facebook post claims biafra leader nnamdi kanu has escaped the dss detention centre.,0
 nigeria has the second-highest number of people living with hiv.,0
 an instagram user posted a now-deleted video allegedly showing nigerians scampering around for food off a pickup vehicle.,0
" a facebook user claims that over 200 missing children were found in a compound located in the ozuoba area of port harcourt, rivers state.  ",0
 liberia’s information minister claimed the country has “gotten mcc compact two.”,0
" togar alexander bealded, a controversial liberian social media user, alleged on facebook that the pro tempore of the liberian senate nyonblee karnga-lwarence has imported a 2025 hyundai staria at over $100k.  ",0
 liberia’s presidential press secretary asserted that the exchange rate is lower than what was inherited.,0
" “no country in the world has birthright citizenship,” an instagram user asserts.",0
" facebook user claims beatrice ekweremadu, wife of former deputy senate president ike ekweremadu, has been released and is back in nigeria. ",1
" a facebook user, ivan jaw, has alleged on  facebook that the environmental protection agency (epa) of sierra leone issued a notice warning that the current weather is not west african harmattan but an extreme form of air pollution dangerous to human health.",0
" a facebook user, edwuadotv, posted a video of a robot flying a completed building to a site and claimed that it is the latest innovation in infrastructure from chinese engineers.",0
" the gleaner newspaper has alleged on facebook that sierra leone’s ambassador to guinea is under house arrest following the arrest of his driver found with over 380 kilograms of cocaine and $100,000 in the ambassador’s vehicle. ",0
 an x user alleged that there are up to 3.7 million unauthorised immigrants of nigerian origin living in the united states.,0
" the former representative, acarous moses gray, has alleged on his official facebook page that the government will likely leave behind a debt of $5.88bn in 2029 under its arrest agenda.",0
 an x user claims that trump did not put his hand on the bible during his swearing-in.,1
" a sponsored advert from an instagram account claimed that the central bank of nigeria has sued kadaria ahmed, founder of daria media, over an alleged interview with news central tv.",0
 an x user claims that trump has signed an executive order to withdraw the us from the who.,1
 social media users recently shared a video claiming it was from the scene of the fire incident in niger state.,0
 a facebook user claimed that the kaduna state deputy commissioner of police was arrested for distributing arms and ammunition to kidnappers and bandits.,0
" an x user, via a video, claimed that liverpool fans were allegedly clearing a snow-filled anfield football pitch amidst a match.",0
 threads user @thetabama shares a video on how a man accidentally started the los angeles fire. ,0
 social media users claimed that a viral image showing a red-roofed house standing untouched amidst burnt properties survived because it was a former islamic school. ,0
 a facebook user claimed that using early morning urine to wash the face cures conjunctivitis (apollo).,0
 a facebook user claimed efcc discovered money and drugs in el-rufai’s son’s kaduna residence.,0
" a facebook user shared a video claiming that the french army had arrived in nigeria, following an alliance between both countries to destabilise its military-led west african neighbour, niger republic.",0
 a facebook post claimed that hollywood actor sylvester stallone is dead.,0
" the youth league chair of the former ruling cdc has alleged that “president boakia won with less than 18,000 votes.” ",0
 an x user claims telegram has only 30 employees.,1
" okfm 99.5, a local radio station in liberia has said ghana’s speaker officially invited representative richard koon for the inauguration of ghana’s president. koon is one of the two personalities holding himself out as the legitimate speaker of the liberian parliament.",1
"on tuesday, jan 7, 2025, meta’s ceo, mark zuckerberg, announced the company’s decision to terminate its third-party fact-checking programme, starting in the united states. before this discontinuation, meta had been using the services of independent fact-checking organisations to moderate content on facebook, instagram, and threads.",1
"dapo olorunyomi, the publisher of premium times, has criticised meta’s decision to discontinue its third-party fact-checking programme in favour of a community-driven model, among other content moderation strategy modifications to be implemented. Mark Zuckerberg, the chief executive officer of Meta Platforms Inc., Facebook and Instagram’s parent company, announced the recent development on Monday, Jan. 7, 2025, stating that it was the company’s response to growing criticism of political bias against conservative parties in fact-checking processes conducted by media organisations in the United States. ",1
 a facebook page shared a video suggesting haaland issued an open apology to arteta.,0
"since bola tinubu, nigeria’s president, addressed the nation in his january 2025 new year speech, citizens have battled frightening inflation rates. according to the national bureau of statistics (nbs), goods inflation surged from 29.9% at the month’s end to a 30-year high of 34.6%. Amidst the economic crises, workers at federal government establishments are yet to begin earning the N70,000 minimum wage, despite its approval and implementation since July 2024, when it rose by 133% from the previous amount. ",1
"the director of the international fact-checking network (ifcn), angie holan,  has reacted to meta’s decision to halt its fact-checking collaboration programme. Prior to the discontinuation of the partnership, which sparked criticism in the media, fact-checking organisations were funded by Meta to play a third-party role in verifying media content shared across its social media platforms. The initiative made it easy for Meta to flag disinformation, misinformation and fake news content. ",1
"meta, the parent company of facebook and instagram, has announced plans to terminate its third-party fact-checking programme. this is a radical departure from the traditional content moderation strategy that began in 2016. The announcement, made by Mark Zuckerberg, the company’s chief executive officer, via his verified Facebook page on Jan. 7, 2025, was among other policies to be implemented amidst what Meta termed as efforts to restore free expression and minimise errors within the platform’s content policies.",1
" an x user asserted that the approval rate for the h-1b programme, a united states visa, is 750,000 yearly.",0
"in 2024, edo and ondo state witnessed off-cycle elections in september and november, respectively. amid the election build-up, several claims linked to candidates vying for the top political seats in each state arose. this necessitated the nigerian fact checkers coalition (nfc) to verify.",0
"as 2024 draws to a close, misinformation shows no signs of slowing down. the year witnessed a surge in new claims that have turned out to be false, alongside old narratives resurfacing with a fresh twist, only to emerge as misleading or inaccurate. dubawa has debunked numerous instances of this phenomenon, and in this article, we highlight six notable examples for you. ",0
"simbiat bakare, dubawa’s copy editor, has been shortlisted for the global journalism award—2025 true story award. she earned this nomination for her investigation into odalo, a nigerian twitter scammer. iriodalo is a love scammer who faked health conditions to swindle women out of their hard-earned money.",1
 tiktok user claims haaland intends to leave man city for liverpool,0
" on dec. 18, 2024, a facebook page called aba blog posted an image claiming it was the new abia state airport. ",0
 a facebook user shared a picture of peter obi and mc oluomo and alleged it was taken when the former paid homage to the latter.  ,0
"to coordinate a different narrative and earn engagements online, social media users exploit certain political and socio-economic situations in the country to manage such agendas. moreover, they use material records of political stakeholders and state actors to earn the unsuspecting public’s trust, creating an online information disorder. ",0
" an x user shared an image showing president tinubu and peter obi shaking hands, suggesting a partnership.",0
" “congratulations to my brother and friend, the managing director of lprc, amos tweh, for the purchase of a new car,” said isaac doe, former deputy youth and sports minister.",0
 comedian bovi asserts that being a virgin for too long hurts fertility.,0
 tiktok user @japhethcomedy shared a video claiming that cancer is no longer deadly and that the remedy lies in drinking hot water mixed with lemon.,0
" a whatsapp audio allegedly features the enugu state commissioner of police, kanayo uzuegbu, announcing that security agencies will monitor the whatsapp chats and calls of nigerians.",0
" “lec has increased the bill of the liberian people by 76%,” the former deputy executive director of the environmental protection agency (epa) claimed.",0
 facebook user claims over 100 people died in anambra state’s stampede.,0
"death hoax, a false report that someone has died later proven untrue, is a kind of information disorder that spreads for different reasons. sometimes, it happens due to an error in communication or a deliberate attempt to create a narrative, change existing ones, or trick people.",1
" facebook users’ images angel global, osha-bro show peter obi, dele farotimi and deji adeyanju in front of ekiti prison.",0
" a facebook user claimed, “over four (4) persons are dead now,” at the white tuesday protest.",0
" grant support on facebook claims that the world trade center (wto), in partnership with nigeria’s federal government (fg), is disbursing free n200,000 loans to business owners. ",0
"on assumption of office on may 29, 2023, president bola tinubu declared fuel subsidy removal— a government policy that would witness the government stopping its role in partly financing oil consumption costs. ",0
 a facebook user claims cloves water can be used to get rid of yeast infection and tighten the vagina. ,0
" an x user shared an image of president tinubu with the french president and others, clad in aso-oke during an international visit.",0
" an online bloc, “shine liberia,” alleges that the national elections commission has dismissed over 60 employees.",0
"liberia’s social media space (facebook) went buzzing thursday afternoon, november 28, 2024, when the death of the late prince yormie johnson was announced.",1
" a facebook user, aloysius howe, has alleged, “the executive branch of government has retrieved the 2025 draft fiscal budget from the so-called majority bloc and submitted it to speaker fonati koffa.”",0
"imagine a small village in northern nigeria where news spreads quickly through whatsapp and community gatherings. one day, a manipulated post circulates, claiming that a local political figure plans to betray the community. although the post is entirely false and its source unknown, it is shared hundreds of times, inciting fear, anger, and even violence. the unknown account pushing a narrative designed to exploit local tensions for foreign interests is a player in foreign information manipulation and interference (fimi).",0
" a facebook user shared a video showcasing a new technological invention in london, featuring flying cars and advanced robots.",0
 a facebook user claims that deposed equatorial guinea minister baltasar engonga took photographs with kenya’s president and other women from kenya. ,0
 a facebook user claimed an uploaded video showing littered bodies abandoned in an undisclosed area in the southwest is a recent development.,0
" according to a post by shine liberia, a social media blog, the legally elected speaker’s office has finally received the draft national budget from the chief clerk’s office.",0
" several facebook users claimed that the fight between mike tyson and jake paul was staged, and both boxers sued.",0
" a facebook user shared a short video of a building collapsing, alleging it occurred in abuja.",0
 national security adviser (nsa) nuhu ribadu said nigeria produces 1.8 million daily barrels.,0
" a facebook user, ivan jaw, has reported that an e-visa platform is a reliable way to obtain a visa for sierra leone.",0
" makagbeh kamara, a facebook user, posted in a facebook group (fries fm) alleging an earthquake in voinjama city, lofa county. ",0
" “donald trump has officially banned gay marriage in all 50 states in america,” a facebook user claimed.",0
 a whatsapp message alleged that the u.s. supreme court ruled covid-19 vaccines are not vaccines and that american politician and anti-vaccine activist robert f. kennedy jr. won a lawsuit against pharmaceutical lobbyists.,0
" a facebook account claimed that the central bank of nigeria has sued the african development bank’s president, akinwumi adesina, over an alleged interview with arise tv.",0
" “the ministry of education will offer free four-week online courses for people aged 16-65,” a viral post alleged.",0
" martin kollie alleges that president boakai spent us$1.8m on celebrations when over 25,000 students from the university of liberia and mvtc stayed out of school while lecturers were on a go-slow strike.",0
"menstruation is a natural and healthy process for most women, with approximately half of the global female population—about 26% of the world’s total population—being of reproductive age. typically, women menstruate for two to seven days each month. according to the united nations children’s fund (unicef), an average woman will spend about seven years menstruating. The Cleveland Clinic defines menstruation as the monthly shedding of the uterus lining. Known also as a period, menses, or menstrual cycle, it involves the discharge of menstrual blood, a combination of blood and tissue from the uterine lining, which flows from the uterus through the cervix and out of the body through the vagina.",1
"he also gave an ultimatum for mr kanu’s release, after which he threatened that all financial and humanitarian aid to nigeria would cease. ",1
" an x user, via a video post, claims that there are recent plans to islamise nigeria.",0
 a facebook user shared a video claiming that northerners are protesting against the president tinubu-led administration.,0
 x user naija nation claims that nigerians held a parade for donald trump in lagos for the united states presidential elections.,0
" a facebook user shared a picture of peter obi inside a train with the lagos state governor, babajide sanwo-olu.",0
 a tiktok user via a video claimed that donald trump has restricted immigration from nigerians to the us.,0
" a user on the thread app shared a claim that has gained traction, stating that victor osimhen will be wearing a mask for the rest of his football career.",1
 several facebook users have claimed that nigeria has the largest economy in africa. ,0
 an x user posted an image of a young boy standing beside a car he purportedly crafted using bamboo sticks/skewers.,0
" multiple facebook pages, including beautiful life, beyonce lovers and queen of music, recently claimed that american singer beyoncé and american rapper jay-z retired from the entertainment industry due to connections with embattled hip-hop mogul sean “diddy” combs.",0
an x user claimed that the lakurawa terror group started under the administration of president tinubu.,0
 a facebook user shared an image claiming it depicts nigerian hackers recently arrested as part of a major police operation involving 113 foreign nationals suspected of cyber fraud in nigeria.,0
" a facebook user, gbenga fasole ilutitun, claimed that the peoples democratic party (pdp) result in the recently concluded ondo governorship election is the worst the party ever experienced in the state. ",1
" an x user, @jbadamu, claimed that 34,000 police officers were deployed for the ondo election.",1
" an x user claimed there were incidents of vote buying in owo, ondo state. ",1
" an x user, @theoabuagada, has claimed that the labour party (lp) is not included in the ondo governorship election ballot paper.   ",0
" a tiktok user, @brodabanter_backup_page, claimed three governorship candidates have withdrawn their candidacy for aiyedatiwa. the claim also appeared on facebook here.",1
" an x user, @naijassador, has claimed that 1.7 million registered voters will elect a new governor in today’s ondo state election.",1
"  an x user, @jersada94, claimed that the ilaje local government has the second-highest number of voters in ondo state. ",1
" in a campaign tweet, an x user, @kolademolahq, claimed that ondo state contributes 12% of nigeria’s oil and gas.",0
" an x handle, @ondo4lucky, claimed that over 2 million voters in ondo state will decide who becomes their next governor.",1
" a facebook page, eietv, has claimed that the court of appeal in abuja has removed olusola ebiseni as the labour party’s candidate in the upcoming ondo state governorship election.",1
" alex cdcian general, a facebook user, posted in local news liberia, a private facebook group alleging that the president of the republic of liberia, joseph boakai, has died. ",0
 a video shared by x user @asedeyhappen001 claims to show an elderly woman chasing apc members with a cutlass during an apc election campaign in ondo state.,0
 a tiktok video shows president biden criticising nigeria’s aliko dangote for exorbitant fuel prices. ,0
 facebook users shared a video suggesting that a man caught his wife as one of the women involved in the equatorial guinea scandal.,0
" “(r i p) hollywood reports very sad news about angelina jolie, she is confirmed dead,” a facebook user claimed.",0
 facebook user judith james claims that elon musk is developing a new robot to assist women in carrying pregnancies.,0
" some facebook users shared videos depicting robots carrying out agricultural activities on farms in china, spreading fear of potential job loss in the sector globally.",0
 a facebook user claims governor fubara has ordered the shutdown of nnpc and oil companies in rivers state over federal revenue allocation. ,0
" several x accounts allegedly belonging to baltasar ebang engonga, the director general of the national financial investigation agency of equatorial guinea, have addressed the leaked sex tapes linked to him.  ",0
 a facebook user shared a video of people looting a bus filled with bags of rice and claimed the incident had recently happened in kwara state. ,0
" an x user, morris monye claims that akpabio was praying inside abuja national mosque.",0
"fifty fact-checking organisations in africa have jointly signed an agreement to curb the spread of fake news on the continent and establish information integrity. This follows the sixth Africa Facts Summit, which was held in Accra, Ghana, from Oct. 9 to 10, 2024, under the Africa Fact Network.",1
" a facebook post claims that the nigerian president, bola tinubu, is currently admitted to the hospital for health issues. ",0
" “(r i p) hollywood reports very sad news about angelina jolie, she is confirmed dead,” a facebook user claimed.",0
 x user claims that the inflation rate in argentina has completely dropped.,0
 several accounts on tiktok and facebook shared a video suggesting that the vice president of ghana was on stage singing a chinese song.,0
" a facebook user claims femi fani-kayode (ffk) and reno omokri have been appointed finance minister and cbn governor, respectively.",0
 a viral clip on facebook and whatsapp shows foreign students protesting and calling nigeria’s president a thief. ,1
" a facebook user, odumayo funke olufemi, claimed that oyo state has been split into two states.",0
"water residues on the road splatter on the tricycle’s tyres, conveying this reporter to lagos street to connect to the ever-busy monday market in maiduguri. to the right and left are closed shops, puddles, and cars sunk into the ground, a sight signifying a relieving start to sorrowful days.",0
 facebook users heritage blog and the great africa claim that the confederation of african football’s (caf) disciplinary committee has issued four sanctions on libya for their treatment of the super eagles.,0
" an instagram user, dr daryl gioffre, claims corn contains 25 forms of aflatoxins, a cancer-causing fungus/mould.",1
 a facebook user shared a video of a police officer stating that a male colleague attacked her.,0
 adedeji adeleke claims that he provides 15% of nigeria’s electricity.,0
" a facebook user, yekeh kolubah, alleged that members in the neighbourhood of the new georgia united methodist church were plotting to burn the church over a gay wedding held in the church.",0
" “liberia lost its bid for a non-permanent seat on the un security council for the 2025-2026 term,” a local newspaper has reported. ",0
" a facebook user claims the imo state governor, hope uzodinma, announced free marriages between imo indigenes and fulani settlers in the state. ",0
" nigerian singer and activist charly boy claimed that the young model, qian princess, is not a human being but a robot created with artificial intelligence.",0
 different facebook users claimed that a durex survey mentioned nigeria as the country with the most unfaithful women in the world.,0
" a facebook user, joe igbokwe, alleged that davido said he could not win a grammy award because he failed to honour american rapper p. diddy’s party invitation. ",1
" x user shared a picture of a royal family in uba-agwa in oguta local government area, arrested for robbery and kidnapping. ",0
 a viral whatsapp message claims that the 2024 portal for the ondo state soft loan application is open.,0
" several facebook users claimed that the nigerian army chief of staff, taoreed lagbaja, has died.",0
" a viral video, accompanied by an audio message circulating on social media (whatsapp), shows a graphic image of a boy being dismembered. the incident is alleged to have occurred at ogoo farm in sierra leone. the post further alleges that the perpetrator was apprehended and taken to the police station in mambo and that the victim was a pupil from divine academy school.",0
" social media accounts in october have been circulating a chaotic video clip, falsely suggesting that the male figure in the footage is the current governor of ondo state, lucky aiyedatiwa.",0
 a facebook post by goal africa suggested that the confederation of african football (caf) awarded three points to libya after the super eagles of nigeria boycotted the second leg of their match against the north african side for alleged maltreatment. ,0
 three images from instablog9ja’s old post depict the perpetrators of a ritual killing. ,0
 a video circulating on whatsapp groups asserts that the un will force global citizens to have a biometric digital id for total control through its pact for the future. ,0
"rita enemuru, a student who turned fact-checker through one of dubawa’s capacity-building workshops, won the student category award at the just-concluded africa check summit in accra, ghana. ",1
 a viral video clip allegedly shows senate president godswill akpabio telling nigerians to go for free food whenever they see one. ,0
 an image shows a woman recently arrested for buying foodstuffs with fake naira notes in osun.,0
 a facebook user claims the federal government’s student loan programme did not include tertiary schools in nigeria’s southeast region. ,1
 a user on x (formerly twitter) shared a claim suggesting that pcos and alzheimer’s disease have a direct link to type 2 diabetes.,0
 a facebook user claims an explosion occurred in rivers state amidst the ongoing local government elections.,1
"ireti kingibe, the senator from the labour party representing the federal capital territory (fct), marked her first year in office on june 12, 2024. a few weeks later, she celebrated the occasion by listing legislative motions, bills, and constituency projects she had sponsored within one year in office on her verified x account (archived). Her claim included facilitating road construction at Kpaduma, Karu, and Gwagwalada. She also listed streetlights at Karamajiji, Mpape, Kwali, and Jikwoyi, an ongoing 50-bed hospital at Dobi, and a Consultant Office Block construction at the University of Abuja Teaching Hospital, Gwagwalada, as part of her achievements.",1
"simbiat bakare, dubawa’s copy editor, emerged as runner-up in the professional fact-check category at the african fact-checking award 2024. The award is part of the Africa Facts Summit 2024, which was held in Accra from October 9 to October 10, 2024. It brought together over 50 organisations across Africa. ",1
"co-hosted by africa check and local partners dubawa ghana, the fact-checking arm of the centre for journalism and innovation and development (cjid), and ghana fact, the summit aims to neutralise the effect of information disorder in africa’s democracy. It is under the theme: “Countering misinformation and disinformation in Africa: Challenges, Innovations and Strategic Responses.",1
" an x user, @mahbeel_a, claimed former vice president atiku abubakar and  peoples democratic party (pdp) members have agreed to pick bala mohammed, the governor of bauchi state, as the party’s presidential flag-bearer in the 2027 general elections. ",1
 a facebook user claims inec’s rec in rivers state was wearing bola tinubu’s cap.,0
" since 2017 to date, no politician, human rights activist, or journalist has been jailed in the gambia, said adama barrow, president of the republic of the gambia.",0
" pastor okezie (@onsugbo) shared a video on x reporting the arrest of a man named emeka madu in ikotun, lagos state, for manufacturing fake malaria drugs.",0
 a facebook user claims a teenager sculpted lionel messi using clay. ,0
 a facebook user claims channels tv host seun okinbaloye has been sued by cbn over interview statements.,0
" a blog, gary the blogger has claimed “jzyno is the first artist and first liberian to reach 100,000 subscribers on youtube and to be awarded the youtube silver plaque”",0
" a facebook user by name j howard mattaldi alleged in a post he made in a private group (fries fm)  that mr. dorr cooper, inspector general at commerce ministry, was not listed amongst graduates of the university of liberia 104 convocation even though he had joined other candidates for the occasion. ",1
"  a facebook user claims that consuming cloves, ginger, turmeric, and garlic mixture can effectively eliminate all types of vaginal infections in women.",0
 a facebook user shared an image of some cash bundles and claimed that it was different currencies found amidst the maiduguri flood.,0
" an x user posted a video showing two vehicles burning, claiming that it is a recent development in the “sit at home” happening in the southeast region.",0
"sometime in march 2023,  shortly after the nigerian presidential election, a certain narrative went viral on multiple social media platforms. it was alleged that the website of the independent national electoral commission (inec) was hacked by a russian boy, who revealed that the electoral body had altered the presidential election results to favour the ruling party’s all progressives congress (apc) candidate, president bola ahmed tinubu,  to the detriment of peter obi, the labour party’s candidate. ",0
"on tuesday, oct. 1, 2024, nigeria celebrated 64 years of independence. to mark this celebration, president bola tinubu in his second independence day speech acknowledged the ongoing hardship and noted his commitment to finding sustainable solutions to alleviate the suffering of nigerians. ",1
 a facebook user shared a video showing two men in a brawl alleging they are igbo men fighting over control of drug territory in india.,0
 bola tinubu lost in four southwestern states in the 2023 general election.,0
 a viral image of a man holding a human head allegedly from a “skull-mining” competition.,0
" several facebook pages claimed tv presenter, steve harvey, is dead. ",0
 a facebook user claims that the fbi has arrested 80 nigerians after being trailed for years for criminal activities in the state  ,0
 a facebook user claims volkswagen has reopened its company in nigeria after 20 years.,0
 a facebook user shared a picture claiming that a hausa man in port harcourt is selling vultures disguised as roasted chickens.,0
" a facebook user claims that the fbi has uncovered n6 billion and election results from the fct minister, nyesom wike’s london  ",0
"polycystic ovary syndrome (pcos) is one of the most common hormonal disorders affecting women of reproductive age, yet it remains widely misunderstood. myths and misinformation about pcos are abundant, often leading to confusion, stigma, and delayed diagnosis for many women.  It is a common hormonal disorder characterized by irregular menstrual cycles, excessive levels of male hormones (androgens), and, in some cases, multiple small cysts on the ovaries. ",1
" “the covid-related deaths  in liberia did not reach 100 people.”  ansu dualu, a panellist on spoon talk asserted.",0
 two viral images show a “yoruba cleric” allegedly arrested for possessing human body parts.,0
" an x user shared a video showing flooded areas he claimed occurred in maiduguri, borno state.",0
" an x user shared a picture of a woman led by the police in handcuffs and claimed it was canada-based nigerian, amaka sonnberger, who has been arrested for threatening harmful intentions on specific nigerian individuals in canada",1
 a facebook post claims that nnpc has communicated a new location to buy fuel at the rate of n200,0
" a facebook page shared a link claiming that first bank is giving out loans up to n1,000,000 to nigerians without the bank verification number (bvn).",0
 a facebook user claimed that a person in dubai can order a helicopter ride via uber.,0
 tracnews on facebook shared a video of the oba of benin dancing after the announcement of the edo election result. ,0
 a facebook user via a video post claimed that fulani terrorists from different countries have invaded nigeria to initiate mass killing.,0
" a viral statement purportedly by finance minister wale edun, quoted him as saying ex-president muhammadu buhari sold nigeria’s crude oil two years upfront.  ",0
" an x user @iwadidevelopmen, shared a whatsapp message stating that the court has disqualified the apc governorship candidate, monday okpebholo, in the 2024 edo election. multiple facebook accounte have also shared this claim as seen here, here, here and here.",0
