Content,Label
a claim widely shared on facebook that trump had ordered the sale of properties owned by african politicians in the us and called for the deportation of their children studying in the country,0
the minister of health dr louise kpoto in an appearance before the plenary of the house of representatives claimed that liberia has the lowest rate of hivaids among african countries,0
the user falsely claimed that tinubu had removed nigeria from the us stock market withdrawn the countrys embassy from the us blocked oil sales to the us and shut down the abuja state house in washington dc,0
plastic makes about 20 of our waste monrovia city corporations head claims,0
a tiktok user claims haaland apologised to arteta following a premier league clash on feb 2 2025 for a previous derogatory utterance,0
a tiktok user shared a video clip showing guardiola allegedly ranting at citys dressing room after a woeful loss to arsenal,0
tiktok user claims european clubs real madrid and arsenal barcelona and liverpool man u and chelsea would clash on feb 14 2025,0
popular nigerian gospel actor mike bamiloye shared photos of a robot with the face of tesla incs chief executive officer elon musk he claimed that the development heralds the arrival of the beast a mythical figure in the bible,0
according to embattled house speaker fonati koffa liberians in the us remitted approximately 800 million in 2023 an amount higher than the national budget,0
the us department of state has alleged that the government of panama has agreed to no longer charge fees for us government vessels to transit at the panama canal,0
an ecsl link circulating on social media particularly whatsapp claims that the electoral commission sierra leone ecsl has opened an application portal to recruit new workers for different positions,0
every year we give the ivorian government 9m to supply us power byron byron writes on his official facebook page,0
a facebook post claims that president donald trump of the united states of america has ordered the sale of assets of african politicians in the united states,0
a facebook page claims that tennis star serena williams died in a car accident,0
several facebook posts claimed that cloves soaked in hot water could put an end to female infertility and other hormonal issues,0
x user shared a picture of a barrack named after peter obi in abuja,0
a statistics link circulating on social media particularly whatsapp claims that statistics sierra leone stats sl is recruiting qualified personnel for various positions to support data collection enumeration and statistical analysis,0
a verified facebook user posted a narrative that northern governors have rejected english as the language of instruction in schools in northern nigeria,0
a facebook user shared a clip alleging that a recent kidnapping hideout was discovered in ibadan oyo state where dismembered human body parts were found,1
social media users here here and here alleged that the federal bureau of investigation fbi discovered 5 billion in cash and 700 million in gold at former nigerian president muhammadu buharis new york residence they also claim that us president donald trump ordered a crackdown on nigerian politicians,0
machie johnbosce on facebook asserts that president tinubu has pulled nigeria from united states stocks and blocked the sale of oil to the united states,0
social media users claimed that the united states president donald trump has signed an executive order to stop granting visas to nigerians seeking to enter the country,0
president boakai reinstated nec boss davidetta brown lansanah after a highprofile meeting with top unity party executive members,0
x user benopaonyx1 asserts that popular singer tems is from ghana,0
an x user claims a vehicle without a complete steering wheel plying the road is linked to nigerias popular commercial city lagos,0
a tiktok user claims man citys forward haaland regrets signing a new extension deal with the club,0
facebook users claim davido was among the 67th annual grammy awards winners,0
nigerian doctor and influencer chinonso egemba popularly known as aproko doctor claimed nigeria has the secondhighest number of people living with hiv and we depend on donations,0
in the attached video men and women could be seen being chased with a belt by a police officer after they excitedly rushed to a pickup vehicle carrying some food,0
a facebook user alleged that a lady has been used for ritual killing by her yahoo boyfriend,0
liberian president joseph boakai alleges that the price of rice and petroleum products has consistently declined within the first two months of his administration,0
social media users share a video claiming kenya has withdrawn from the who,0
an x user claimed yoruba muslims are forbidden to lead prayers in northern nigeria,0
a facebook user claimed that peter obi had been invited to donald trumps inauguration ceremony,0
a facebook post claims biafra leader nnamdi kanu has escaped the dss detention centre,0
nigeria has the secondhighest number of people living with hiv,0
an instagram user posted a nowdeleted video allegedly showing nigerians scampering around for food off a pickup vehicle,0
a facebook user claims that over 200 missing children were found in a compound located in the ozuoba area of port harcourt rivers state,0
liberias information minister claimed the country has gotten mcc compact two,0
togar alexander bealded a controversial liberian social media user alleged on facebook that the pro tempore of the liberian senate nyonblee karngalwarence has imported a 2025 hyundai staria at over 100k,0
liberias presidential press secretary asserted that the exchange rate is lower than what was inherited,0
no country in the world has birthright citizenship an instagram user asserts,0
facebook user claims beatrice ekweremadu wife of former deputy senate president ike ekweremadu has been released and is back in nigeria,1
a facebook user ivan jaw has alleged on facebook that the environmental protection agency epa of sierra leone issued a notice warning that the current weather is not west african harmattan but an extreme form of air pollution dangerous to human health,0
a facebook user edwuadotv posted a video of a robot flying a completed building to a site and claimed that it is the latest innovation in infrastructure from chinese engineers,0
the gleaner newspaper has alleged on facebook that sierra leones ambassador to guinea is under house arrest following the arrest of his driver found with over 380 kilograms of cocaine and 100000 in the ambassadors vehicle,0
an x user alleged that there are up to 37 million unauthorised immigrants of nigerian origin living in the united states,0
the former representative acarous moses gray has alleged on his official facebook page that the government will likely leave behind a debt of 588bn in 2029 under its arrest agenda,0
an x user claims that trump did not put his hand on the bible during his swearingin,1
a sponsored advert from an instagram account claimed that the central bank of nigeria has sued kadaria ahmed founder of daria media over an alleged interview with news central tv,0
an x user claims that trump has signed an executive order to withdraw the us from the who,1
social media users recently shared a video claiming it was from the scene of the fire incident in niger state,0
a facebook user claimed that the kaduna state deputy commissioner of police was arrested for distributing arms and ammunition to kidnappers and bandits,0
an x user via a video claimed that liverpool fans were allegedly clearing a snowfilled anfield football pitch amidst a match,0
threads user thetabama shares a video on how a man accidentally started the los angeles fire,0
social media users claimed that a viral image showing a redroofed house standing untouched amidst burnt properties survived because it was a former islamic school,0
a facebook user claimed that using early morning urine to wash the face cures conjunctivitis apollo,0
a facebook user claimed efcc discovered money and drugs in elrufais sons kaduna residence,0
a facebook user shared a video claiming that the french army had arrived in nigeria following an alliance between both countries to destabilise its militaryled west african neighbour niger republic,0
a facebook post claimed that hollywood actor sylvester stallone is dead,0
the youth league chair of the former ruling cdc has alleged that president boakia won with less than 18000 votes,0
an x user claims telegram has only 30 employees,1
okfm 995 a local radio station in liberia has said ghanas speaker officially invited representative richard koon for the inauguration of ghanas president koon is one of the two personalities holding himself out as the legitimate speaker of the liberian parliament,1
on tuesday jan 7 2025 metas ceo mark zuckerberg announced the companys decision to terminate its thirdparty factchecking programme starting in the united states before this discontinuation meta had been using the services of independent factchecking organisations to moderate content on facebook instagram and threads,1
dapo olorunyomi the publisher of premium times has criticised metas decision to discontinue its thirdparty factchecking programme in favour of a communitydriven model among other content moderation strategy modifications to be implemented mark zuckerberg the chief executive officer of meta platforms inc facebook and instagrams parent company announced the recent development on monday jan 7 2025 stating that it was the companys response to growing criticism of political bias against conservative parties in factchecking processes conducted by media organisations in the united states,1
a facebook page shared a video suggesting haaland issued an open apology to arteta,0
since bola tinubu nigerias president addressed the nation in his january 2025 new year speech citizens have battled frightening inflation rates according to the national bureau of statistics nbs goods inflation surged from 299 at the months end to a 30year high of 346 amidst the economic crises workers at federal government establishments are yet to begin earning the n70000 minimum wage despite its approval and implementation since july 2024 when it rose by 133 from the previous amount,1
the director of the international factchecking network ifcn angie holan has reacted to metas decision to halt its factchecking collaboration programme prior to the discontinuation of the partnership which sparked criticism in the media factchecking organisations were funded by meta to play a thirdparty role in verifying media content shared across its social media platforms the initiative made it easy for meta to flag disinformation misinformation and fake news content,1
meta the parent company of facebook and instagram has announced plans to terminate its thirdparty factchecking programme this is a radical departure from the traditional content moderation strategy that began in 2016 the announcement made by mark zuckerberg the companys chief executive officer via his verified facebook page on jan 7 2025 was among other policies to be implemented amidst what meta termed as efforts to restore free expression and minimise errors within the platforms content policies,1
an x user asserted that the approval rate for the h1b programme a united states visa is 750000 yearly,0
in 2024 edo and ondo state witnessed offcycle elections in september and november respectively amid the election buildup several claims linked to candidates vying for the top political seats in each state arose this necessitated the nigerian fact checkers coalition nfc to verify,0
as 2024 draws to a close misinformation shows no signs of slowing down the year witnessed a surge in new claims that have turned out to be false alongside old narratives resurfacing with a fresh twist only to emerge as misleading or inaccurate dubawa has debunked numerous instances of this phenomenon and in this article we highlight six notable examples for you,0
simbiat bakare dubawas copy editor has been shortlisted for the global journalism award2025 true story award she earned this nomination for her investigation into odalo a nigerian twitter scammer iriodalo is a love scammer who faked health conditions to swindle women out of their hardearned money,1
tiktok user claims haaland intends to leave man city for liverpool,0
on dec 18 2024 a facebook page called aba blog posted an image claiming it was the new abia state airport,0
a facebook user shared a picture of peter obi and mc oluomo and alleged it was taken when the former paid homage to the latter,0
to coordinate a different narrative and earn engagements online social media users exploit certain political and socioeconomic situations in the country to manage such agendas moreover they use material records of political stakeholders and state actors to earn the unsuspecting publics trust creating an online information disorder,0
an x user shared an image showing president tinubu and peter obi shaking hands suggesting a partnership,0
congratulations to my brother and friend the managing director of lprc amos tweh for the purchase of a new car said isaac doe former deputy youth and sports minister,0
comedian bovi asserts that being a virgin for too long hurts fertility,0
tiktok user japhethcomedy shared a video claiming that cancer is no longer deadly and that the remedy lies in drinking hot water mixed with lemon,0
a whatsapp audio allegedly features the enugu state commissioner of police kanayo uzuegbu announcing that security agencies will monitor the whatsapp chats and calls of nigerians,0
lec has increased the bill of the liberian people by 76 the former deputy executive director of the environmental protection agency epa claimed,0
facebook user claims over 100 people died in anambra states stampede,0
death hoax a false report that someone has died later proven untrue is a kind of information disorder that spreads for different reasons sometimes it happens due to an error in communication or a deliberate attempt to create a narrative change existing ones or trick people,1
facebook users images angel global oshabro show peter obi dele farotimi and deji adeyanju in front of ekiti prison,0
a facebook user claimed over four 4 persons are dead now at the white tuesday protest,0
grant support on facebook claims that the world trade center wto in partnership with nigerias federal government fg is disbursing free n200000 loans to business owners,0
on assumption of office on may 29 2023 president bola tinubu declared fuel subsidy removal a government policy that would witness the government stopping its role in partly financing oil consumption costs,0
a facebook user claims cloves water can be used to get rid of yeast infection and tighten the vagina,0
an x user shared an image of president tinubu with the french president and others clad in asooke during an international visit,0
an online bloc shine liberia alleges that the national elections commission has dismissed over 60 employees,0
liberias social media space facebook went buzzing thursday afternoon november 28 2024 when the death of the late prince yormie johnson was announced,1
a facebook user aloysius howe has alleged the executive branch of government has retrieved the 2025 draft fiscal budget from the socalled majority bloc and submitted it to speaker fonati koffa,0
imagine a small village in northern nigeria where news spreads quickly through whatsapp and community gatherings one day a manipulated post circulates claiming that a local political figure plans to betray the community although the post is entirely false and its source unknown it is shared hundreds of times inciting fear anger and even violence the unknown account pushing a narrative designed to exploit local tensions for foreign interests is a player in foreign information manipulation and interference fimi,0
a facebook user shared a video showcasing a new technological invention in london featuring flying cars and advanced robots,0
a facebook user claims that deposed equatorial guinea minister baltasar engonga took photographs with kenyas president and other women from kenya,0
a facebook user claimed an uploaded video showing littered bodies abandoned in an undisclosed area in the southwest is a recent development,0
according to a post by shine liberia a social media blog the legally elected speakers office has finally received the draft national budget from the chief clerks office,0
several facebook users claimed that the fight between mike tyson and jake paul was staged and both boxers sued,0
a facebook user shared a short video of a building collapsing alleging it occurred in abuja,0
national security adviser nsa nuhu ribadu said nigeria produces 18 million daily barrels,0
a facebook user ivan jaw has reported that an evisa platform is a reliable way to obtain a visa for sierra leone,0
makagbeh kamara a facebook user posted in a facebook group fries fm alleging an earthquake in voinjama city lofa county,0
donald trump has officially banned gay marriage in all 50 states in america a facebook user claimed,0
a whatsapp message alleged that the us supreme court ruled covid19 vaccines are not vaccines and that american politician and antivaccine activist robert f kennedy jr won a lawsuit against pharmaceutical lobbyists,0
a facebook account claimed that the central bank of nigeria has sued the african development banks president akinwumi adesina over an alleged interview with arise tv,0
the ministry of education will offer free fourweek online courses for people aged 1665 a viral post alleged,0
martin kollie alleges that president boakai spent us18m on celebrations when over 25000 students from the university of liberia and mvtc stayed out of school while lecturers were on a goslow strike,0
menstruation is a natural and healthy process for most women with approximately half of the global female populationabout 26 of the worlds total populationbeing of reproductive age typically women menstruate for two to seven days each month according to the united nations childrens fund unicef an average woman will spend about seven years menstruating the cleveland clinic defines menstruation as the monthly shedding of the uterus lining known also as a period menses or menstrual cycle it involves the discharge of menstrual blood a combination of blood and tissue from the uterine lining which flows from the uterus through the cervix and out of the body through the vagina,1
he also gave an ultimatum for mr kanus release after which he threatened that all financial and humanitarian aid to nigeria would cease,1
an x user via a video post claims that there are recent plans to islamise nigeria,0
a facebook user shared a video claiming that northerners are protesting against the president tinubuled administration,0
x user naija nation claims that nigerians held a parade for donald trump in lagos for the united states presidential elections,0
a facebook user shared a picture of peter obi inside a train with the lagos state governor babajide sanwoolu,0
a tiktok user via a video claimed that donald trump has restricted immigration from nigerians to the us,0
a user on the thread app shared a claim that has gained traction stating that victor osimhen will be wearing a mask for the rest of his football career,1
several facebook users have claimed that nigeria has the largest economy in africa,0
an x user posted an image of a young boy standing beside a car he purportedly crafted using bamboo sticksskewers,0
multiple facebook pages including beautiful life beyonce lovers and queen of music recently claimed that american singer beyoncé and american rapper jayz retired from the entertainment industry due to connections with embattled hiphop mogul sean diddy combs,0
an x user claimed that the lakurawa terror group started under the administration of president tinubu,0
a facebook user shared an image claiming it depicts nigerian hackers recently arrested as part of a major police operation involving 113 foreign nationals suspected of cyber fraud in nigeria,0
a facebook user gbenga fasole ilutitun claimed that the peoples democratic party pdp result in the recently concluded ondo governorship election is the worst the party ever experienced in the state,1
an x user jbadamu claimed that 34000 police officers were deployed for the ondo election,1
an x user claimed there were incidents of vote buying in owo ondo state,1
an x user theoabuagada has claimed that the labour party lp is not included in the ondo governorship election ballot paper,0
a tiktok user brodabanter_backup_page claimed three governorship candidates have withdrawn their candidacy for aiyedatiwa the claim also appeared on facebook here,1
an x user naijassador has claimed that 17 million registered voters will elect a new governor in todays ondo state election,1
an x user jersada94 claimed that the ilaje local government has the secondhighest number of voters in ondo state,1
in a campaign tweet an x user kolademolahq claimed that ondo state contributes 12 of nigerias oil and gas,0
an x handle ondo4lucky claimed that over 2 million voters in ondo state will decide who becomes their next governor,1
a facebook page eietv has claimed that the court of appeal in abuja has removed olusola ebiseni as the labour partys candidate in the upcoming ondo state governorship election,1
alex cdcian general a facebook user posted in local news liberia a private facebook group alleging that the president of the republic of liberia joseph boakai has died,0
a video shared by x user asedeyhappen001 claims to show an elderly woman chasing apc members with a cutlass during an apc election campaign in ondo state,0
a tiktok video shows president biden criticising nigerias aliko dangote for exorbitant fuel prices,0
facebook users shared a video suggesting that a man caught his wife as one of the women involved in the equatorial guinea scandal,0
r i p hollywood reports very sad news about angelina jolie she is confirmed dead a facebook user claimed,0
facebook user judith james claims that elon musk is developing a new robot to assist women in carrying pregnancies,0
some facebook users shared videos depicting robots carrying out agricultural activities on farms in china spreading fear of potential job loss in the sector globally,0
a facebook user claims governor fubara has ordered the shutdown of nnpc and oil companies in rivers state over federal revenue allocation,0
several x accounts allegedly belonging to baltasar ebang engonga the director general of the national financial investigation agency of equatorial guinea have addressed the leaked sex tapes linked to him,0
a facebook user shared a video of people looting a bus filled with bags of rice and claimed the incident had recently happened in kwara state,0
an x user morris monye claims that akpabio was praying inside abuja national mosque,0
fifty factchecking organisations in africa have jointly signed an agreement to curb the spread of fake news on the continent and establish information integrity this follows the sixth africa facts summit which was held in accra ghana from oct 9 to 10 2024 under the africa fact network,1
a facebook post claims that the nigerian president bola tinubu is currently admitted to the hospital for health issues,0
r i p hollywood reports very sad news about angelina jolie she is confirmed dead a facebook user claimed,0
x user claims that the inflation rate in argentina has completely dropped,0
several accounts on tiktok and facebook shared a video suggesting that the vice president of ghana was on stage singing a chinese song,0
a facebook user claims femi fanikayode ffk and reno omokri have been appointed finance minister and cbn governor respectively,0
a viral clip on facebook and whatsapp shows foreign students protesting and calling nigerias president a thief,1
a facebook user odumayo funke olufemi claimed that oyo state has been split into two states,0
water residues on the road splatter on the tricycles tyres conveying this reporter to lagos street to connect to the everbusy monday market in maiduguri to the right and left are closed shops puddles and cars sunk into the ground a sight signifying a relieving start to sorrowful days,0
facebook users heritage blog and the great africa claim that the confederation of african footballs caf disciplinary committee has issued four sanctions on libya for their treatment of the super eagles,0
an instagram user dr daryl gioffre claims corn contains 25 forms of aflatoxins a cancercausing fungusmould,1
a facebook user shared a video of a police officer stating that a male colleague attacked her,0
adedeji adeleke claims that he provides 15 of nigerias electricity,0
a facebook user yekeh kolubah alleged that members in the neighbourhood of the new georgia united methodist church were plotting to burn the church over a gay wedding held in the church,0
liberia lost its bid for a nonpermanent seat on the un security council for the 20252026 term a local newspaper has reported,0
a facebook user claims the imo state governor hope uzodinma announced free marriages between imo indigenes and fulani settlers in the state,0
nigerian singer and activist charly boy claimed that the young model qian princess is not a human being but a robot created with artificial intelligence,0
different facebook users claimed that a durex survey mentioned nigeria as the country with the most unfaithful women in the world,0
a facebook user joe igbokwe alleged that davido said he could not win a grammy award because he failed to honour american rapper p diddys party invitation,1
x user shared a picture of a royal family in ubaagwa in oguta local government area arrested for robbery and kidnapping,0
a viral whatsapp message claims that the 2024 portal for the ondo state soft loan application is open,0
several facebook users claimed that the nigerian army chief of staff taoreed lagbaja has died,0
a viral video accompanied by an audio message circulating on social media whatsapp shows a graphic image of a boy being dismembered the incident is alleged to have occurred at ogoo farm in sierra leone the post further alleges that the perpetrator was apprehended and taken to the police station in mambo and that the victim was a pupil from divine academy school,0
social media accounts in october have been circulating a chaotic video clip falsely suggesting that the male figure in the footage is the current governor of ondo state lucky aiyedatiwa,0
a facebook post by goal africa suggested that the confederation of african football caf awarded three points to libya after the super eagles of nigeria boycotted the second leg of their match against the north african side for alleged maltreatment,0
three images from instablog9jas old post depict the perpetrators of a ritual killing,0
a video circulating on whatsapp groups asserts that the un will force global citizens to have a biometric digital id for total control through its pact for the future,0
rita enemuru a student who turned factchecker through one of dubawas capacitybuilding workshops won the student category award at the justconcluded africa check summit in accra ghana,1
a viral video clip allegedly shows senate president godswill akpabio telling nigerians to go for free food whenever they see one,0
an image shows a woman recently arrested for buying foodstuffs with fake naira notes in osun,0
a facebook user claims the federal governments student loan programme did not include tertiary schools in nigerias southeast region,1
a user on x formerly twitter shared a claim suggesting that pcos and alzheimers disease have a direct link to type 2 diabetes,0
a facebook user claims an explosion occurred in rivers state amidst the ongoing local government elections,1
ireti kingibe the senator from the labour party representing the federal capital territory fct marked her first year in office on june 12 2024 a few weeks later she celebrated the occasion by listing legislative motions bills and constituency projects she had sponsored within one year in office on her verified x account archived her claim included facilitating road construction at kpaduma karu and gwagwalada she also listed streetlights at karamajiji mpape kwali and jikwoyi an ongoing 50bed hospital at dobi and a consultant office block construction at the university of abuja teaching hospital gwagwalada as part of her achievements,1
simbiat bakare dubawas copy editor emerged as runnerup in the professional factcheck category at the african factchecking award 2024 the award is part of the africa facts summit 2024 which was held in accra from october 9 to october 10 2024 it brought together over 50 organisations across africa,1
cohosted by africa check and local partners dubawa ghana the factchecking arm of the centre for journalism and innovation and development cjid and ghana fact the summit aims to neutralise the effect of information disorder in africas democracy it is under the theme countering misinformation and disinformation in africa challenges innovations and strategic responses,1
an x user mahbeel_a claimed former vice president atiku abubakar and peoples democratic party pdp members have agreed to pick bala mohammed the governor of bauchi state as the partys presidential flagbearer in the 2027 general elections,1
a facebook user claims inecs rec in rivers state was wearing bola tinubus cap,0
since 2017 to date no politician human rights activist or journalist has been jailed in the gambia said adama barrow president of the republic of the gambia,0
pastor okezie onsugbo shared a video on x reporting the arrest of a man named emeka madu in ikotun lagos state for manufacturing fake malaria drugs,0
a facebook user claims a teenager sculpted lionel messi using clay,0
a facebook user claims channels tv host seun okinbaloye has been sued by cbn over interview statements,0
a blog gary the blogger has claimed jzyno is the first artist and first liberian to reach 100000 subscribers on youtube and to be awarded the youtube silver plaque,0
a facebook user by name j howard mattaldi alleged in a post he made in a private group fries fm that mr dorr cooper inspector general at commerce ministry was not listed amongst graduates of the university of liberia 104 convocation even though he had joined other candidates for the occasion,1
a facebook user claims that consuming cloves ginger turmeric and garlic mixture can effectively eliminate all types of vaginal infections in women,0
a facebook user shared an image of some cash bundles and claimed that it was different currencies found amidst the maiduguri flood,0
an x user posted a video showing two vehicles burning claiming that it is a recent development in the sit at home happening in the southeast region,0
sometime in march 2023 shortly after the nigerian presidential election a certain narrative went viral on multiple social media platforms it was alleged that the website of the independent national electoral commission inec was hacked by a russian boy who revealed that the electoral body had altered the presidential election results to favour the ruling partys all progressives congress apc candidate president bola ahmed tinubu to the detriment of peter obi the labour partys candidate,0
on tuesday oct 1 2024 nigeria celebrated 64 years of independence to mark this celebration president bola tinubu in his second independence day speech acknowledged the ongoing hardship and noted his commitment to finding sustainable solutions to alleviate the suffering of nigerians,1
a facebook user shared a video showing two men in a brawl alleging they are igbo men fighting over control of drug territory in india,0
bola tinubu lost in four southwestern states in the 2023 general election,0
a viral image of a man holding a human head allegedly from a skullmining competition,0
several facebook pages claimed tv presenter steve harvey is dead,0
a facebook user claims that the fbi has arrested 80 nigerians after being trailed for years for criminal activities in the state,0
a facebook user claims volkswagen has reopened its company in nigeria after 20 years,0
a facebook user shared a picture claiming that a hausa man in port harcourt is selling vultures disguised as roasted chickens,0
a facebook user claims that the fbi has uncovered n6 billion and election results from the fct minister nyesom wikes london,0
polycystic ovary syndrome pcos is one of the most common hormonal disorders affecting women of reproductive age yet it remains widely misunderstood myths and misinformation about pcos are abundant often leading to confusion stigma and delayed diagnosis for many women it is a common hormonal disorder characterized by irregular menstrual cycles excessive levels of male hormones androgens and in some cases multiple small cysts on the ovaries,1
the covidrelated deaths in liberia did not reach 100 people ansu dualu a panellist on spoon talk asserted,0
two viral images show a yoruba cleric allegedly arrested for possessing human body parts,0
an x user shared a video showing flooded areas he claimed occurred in maiduguri borno state,0
an x user shared a picture of a woman led by the police in handcuffs and claimed it was canadabased nigerian amaka sonnberger who has been arrested for threatening harmful intentions on specific nigerian individuals in canada,1
a facebook post claims that nnpc has communicated a new location to buy fuel at the rate of n200,0
a facebook page shared a link claiming that first bank is giving out loans up to n1000000 to nigerians without the bank verification number bvn,0
a facebook user claimed that a person in dubai can order a helicopter ride via uber,0
tracnews on facebook shared a video of the oba of benin dancing after the announcement of the edo election result,0
a facebook user via a video post claimed that fulani terrorists from different countries have invaded nigeria to initiate mass killing,0
a viral statement purportedly by finance minister wale edun quoted him as saying expresident muhammadu buhari sold nigerias crude oil two years upfront,0
an x user iwadidevelopmen shared a whatsapp message stating that the court has disqualified the apc governorship candidate monday okpebholo in the 2024 edo election multiple facebook accounte have also shared this claim as seen here here here and here,0
an x user tenibegiloju202 shared a claim attributed to adams oshiomhole the senator representing edo north multiple facbook page have also shared this claim as seen here here here and here the claim reads breaking for democracy to thrive pdp and lp must accept the pain of rigging oshiomole at this point we must do everything possible to ensure that the apc leaves the building or else we are doomed forever,0
some social media users have published a video wherein some market women were seen protesting against godwin obaseki current governor of edo state in the video the market women could be heard singing a song insulting obaseki the video was published with the impression that the protest took place on sunday sept 22 amid the ongoing announcement of the 2024 edo governorship election results by inec this video has also been found on facebook as seen here here and here,0
an x user linhsense1 claimed that the apc is leading with 212442 votes after the collation of governorship election results from 15 out of 18 lgas in edo state the tweet was made at 213 pm a few minutes before the 16th lgas result was announced this claim also appeared on facebook,0
an x user emmaikumeh claimed the peoples democratic party pdp has won 4 out 5 local government areas in edo central which include esan southeast igueben esan north east esan west and esan central lgas this claim has also been seen on facebook as seen here here and here,1
a media practitioner by the name kok on facebook posted a memo believed to have emerged from the ministry of internal affairs urging all employees to go to the airport to receive president boakai from his china tour,1
a social media influencer prophet key alleged that the chief justice of liberia siea nyene youh dismissed associate justice caeineh clinton johnson after president boakais appointment,0
a facebook user esli holder posted an image to a private group claiming a 23yearold morris watson impregnated his sister hannah watson in rivercess county,0
an x user hon_sadiq claimed that the peoples democratic party pdp held a press conference and announced edo election results the claim was also shared on facebook as seen here and here,0
an x user x_dailly posted a video with the caption that the federal government has banned edo state vigilante this post was also seen on facebook,1
an x user idofoi posted a video purportedly showing tinubu asking edo voters to reject obaseki in saturdays edo gubernatorial poll some facebook pages have also been seen amplifying the claim as seen here here and here,0
the bishop of the catholic diocese of sokoto matthew kukah claimed that president bola tinubu did not sign a peace accord when he was a presidential candidate in 2023 he disclosed this while speaking at the 2024 edo election security townhall organised by channels tv on sep 15 it has also been published on facebook as seen here here and here,1
multiple social media users including facebook claimed that inec officials were missing from ighodalos polling unit,1
x users share an election result sheet claiming rigging in osholo primary school polling unit etsako east lga edo state multiple facebook accounts have also shared this here here here and here,1
an x user imranmuhdz claims that 1381 out of 4519 results have been successfully uploaded to the inec irev server for the edo governorship election as at 347pm on saturday september 21 a similar claim has been posted on facebook,1
an x user claimed thugs disrupted the election process in ward 3 unit 33 egor local government area of edo state this was also shared on facebook,1
an x user kunmydrey claimed edo pdp governorship candidate asue ighodalo stepped down for labour partys olumide akpata the claim has also surfaced on facebook,0
an x user crownprincecom2 claimed that the governor of edo state godwin obaseki said the edo election is a do or die affair this claim was also shared on facebook as seen here and here,1
a viral press statement claims the labour partys olumide akpata has withdrawn from saturdays governorship election and endorsed the pdps candidate it is being shared on facebook and x,0
an x user bigbrother_m007 claims nigerias supreme court disqualified the pdps governorship candidate asue ighodalo on the eve of the 2024 edo governorship election this claim has also been shared on facebook as seen here and here,0
